State,Year,Grade,Population,Date,Killed_(includes_shooter),Wounded,Total_Injured_Killed_Victims,Number_of_Shots_Fired
WI,2012,C-,5721075,0.0,0.0,0.0,0.0,0.0
WI,2013,C-,5736673,0.0,0.0,0.0,0.0,0.0
WI,2014,C-,5751272,1.0,1.0,0.0,1.0,0.0
WI,2015,D,5759744,1.0,0.0,3.0,3.0,0.0
WI,2016,C-,5772917,1.0,1.0,2.0,3.0,1.0
WI,2017,C-,5795483,1.0,0.0,1.0,1.0,0.0
WI,2018,C-,"5,813,568",0.0,0.0,0.0,0.0,0.0
WV,1978,0,0,1.0,1.0,0.0,1.0,1.0
WV,1999,0,0,1.0,2.0,0.0,2.0,0.0
WV,2010,0,1854315,0.0,0.0,0.0,0.0,0.0
WV,2011,0,1854891,0.0,0.0,0.0,0.0,0.0
WV,2012,F,1855360,0.0,0.0,0.0,0.0,0.0
WV,2013,F,1852333,0.0,0.0,0.0,0.0,0.0
WV,2014,F,1847624,0.0,0.0,0.0,0.0,0.0
WV,2015,D-,1839767,0.0,0.0,0.0,0.0,0.0
WV,2016,F,1828637,0.0,0.0,0.0,0.0,0.0
WV,2017,F,1815857,0.0,0.0,0.0,0.0,0.0
WV,2018,F,"1,805,832",1.0,0.0,0.0,0.0,1.0
WY,1986,0,0,1.0,2.0,74.0,76.0,0.0
WY,1993,0,0,1.0,1.0,4.0,5.0,0.0
WY,2010,0,564376,0.0,0.0,0.0,0.0,0.0
WY,2011,0,567602,0.0,0.0,0.0,0.0,0.0
WY,2012,F,576608,0.0,0.0,0.0,0.0,0.0
WY,2013,F,582341,0.0,0.0,0.0,0.0,0.0
WY,2014,F,583334,0.0,0.0,0.0,0.0,0.0
WY,2015,F,586102,0.0,0.0,0.0,0.0,0.0
WY,2016,F,584910,0.0,0.0,0.0,0.0,0.0
WY,2017,F,579315,0.0,0.0,0.0,0.0,0.0
WY,2018,F,"577,737",0.0,0.0,0.0,0.0,0.0
